Gene ID	UniProtID	Protein length	Housekeeping?
ENSG00000116771	Q9BSE5	352	0
ENSG00000001036	Q9BTY2	467	0
ENSG00000115649	Q9BV87	410	1
ENSG00000173933	Q9BWF3	364	1
ENSG00000155111	Q9BWU1	502	0
ENSG00000179111	Q9BYE0	225	0
ENSG00000212722	Q9BYQ8	210	0
ENSG00000263101	Q9BYR6	98	0
ENSG00000181555	Q9BYW2	2564	0
ENSG00000131019	Q9BZM4	244	0
ENSG00000118972	Q9GZV9	251	0
ENSG00000127080	Q9H8X2	491	0
ENSG00000134905	Q9HA77	564	0
ENSG00000088727	Q9HAQ2	790	0
ENSG00000138594	Q9NYL9	352	0
ENSG00000099797	Q9NZ01	308	0
ENSG00000064961	Q9P0W2	317	0
ENSG00000173530	Q9UBN6	386	0
ENSG00000157500	Q9UKG1	709	1
ENSG00000112541	Q9Y233	1055	0
ENSG00000118600	Q9Y2B1	443	0
ENSG00000100347	Q9Y512	469	1
ENSG00000186891	Q9Y5U5	241	0
ENSG00000284024	A0A1W2PQ72	361	0
ENSG00000177462	A6NH00	312	0
ENSG00000169064	A8MT70	800	0
ENSG00000215277	A8MTL3	300	0
ENSG00000186416	O15226	690	0
ENSG00000129451	O43240	276	0
ENSG00000198356	O43681	348	1
ENSG00000133069	O75069	709	0
ENSG00000119737	O95800	540	0
ENSG00000010610	P01730	458	0
ENSG00000043591	P08588	477	0
ENSG00000256713	P0DJD9	388	0
ENSG00000079246	P13010	732	1
ENSG00000129244	P14415	290	0
ENSG00000088256	P29992	359	0
ENSG00000108179	P30405	207	0
ENSG00000258818	P34096	147	0
ENSG00000133026	P35580	1976	0
ENSG00000147100	P36021	539	0
ENSG00000174697	P41159	167	0
ENSG00000155966	P51816	1311	0
ENSG00000087266	P78314	561	0
ENSG00000102287	P78334	506	0
ENSG00000278461	P82909	103	0
ENSG00000152192	Q01851	419	0
ENSG00000105640	Q02543	176	1
ENSG00000123384	Q07954	4544	0
ENSG00000166743	Q08AH1	577	0
ENSG00000214842	Q09MP3	1159	0
ENSG00000185504	Q0VG06	881	0
ENSG00000180257	Q0VGE8	651	0
ENSG00000103148	Q12980	569	0
ENSG00000138378	Q14765	748	0
ENSG00000029725	Q15276	862	0
ENSG00000205209	Q4G0G5	96	0
ENSG00000127124	Q5T1R4	2406	0
ENSG00000173436	Q5TGZ0	78	0
ENSG00000282424	Q5TYX0	476	0
ENSG00000198879	Q5VUG0	894	0
ENSG00000165632	Q5VWG9	929	0
ENSG00000123178	Q5W111	196	0
ENSG00000152443	Q68DI1	518	0
ENSG00000160563	Q6P2C8	311	0
ENSG00000173272	Q6P582	158	0
ENSG00000141750	Q6ZMT1	411	0
ENSG00000177483	Q6ZP01	1051	0
ENSG00000198000	Q76FK4	1167	0
ENSG00000171495	Q7Z745	1585	0
ENSG00000175782	Q7Z769	313	0
ENSG00000196981	Q86VZ2	330	0
ENSG00000180190	Q86YL5	185	0
ENSG00000064607	Q8IX01	1082	0
ENSG00000184384	Q8IZL2	1156	0
ENSG00000163412	Q8N5X7	224	0
ENSG00000100379	Q8N5Z5	314	0
ENSG00000160117	Q8NAG6	615	0
ENSG00000151304	Q8NEF9	429	0
ENSG00000155975	Q8NEZ2	397	0
ENSG00000205495	Q8NH60	311	0
ENSG00000269096	Q8NHU0	189	0
ENSG00000170419	Q8TAG5	236	0
ENSG00000198758	Q8TE67	593	0
ENSG00000175894	Q8WU66	669	0
ENSG00000147082	Q8WWL7	1395	0
ENSG00000132669	Q8WYP3	895	0
ENSG00000167107	Q96CM8	615	0
ENSG00000160606	Q96CP7	247	0
ENSG00000284868	Q96LJ7	313	0
ENSG00000140057	Q96M32	723	0
ENSG00000243667	Q96MX6	357	0
ENSG00000139988	Q96NR8	316	0
ENSG00000171478	Q96QH8	159	0
ENSG00000148824	Q9BT17	334	0
ENSG00000095787	Q9BTA9	647	1
ENSG00000167118	Q9BTM9	101	1
ENSG00000137207	Q9GZM5	350	1
ENSG00000018408	Q9GZV5	400	0
ENSG00000049283	Q9H201	632	0
ENSG00000276537	Q9H313	450	0
ENSG00000176239	Q9H340	312	0
ENSG00000101542	Q9HBT6	801	0
ENSG00000013583	Q9NRV9	189	0
ENSG00000127452	Q9NXK8	326	0
ENSG00000010327	Q9NY15	2570	0
ENSG00000124201	Q9P2E3	1918	0
ENSG00000083635	Q9UHK0	495	0
ENSG00000035664	Q9UIK4	370	0
ENSG00000140961	Q9UJX0	477	0
ENSG00000089902	Q9UKL0	485	0
ENSG00000162105	Q9UPX8	1849	0
ENSG00000119041	Q9Y5Q9	886	1
ENSG00000177192	Q9Y606	427	0
ENSG00000236543	A0A1B0GUV8	181	0
ENSG00000284638	A0A286YF18	149	0
ENSG00000288623	A0A6Q8PGS0	86	0
ENSG00000101342	A0PJX2	215	0
ENSG00000236125	A6NCW7	530	0
ENSG00000254656	A6NKG5	1358	0
ENSG00000198719	O00548	723	0
ENSG00000163466	O15144	300	1
ENSG00000185264	O43247	280	0
ENSG00000104055	O43548	720	0
ENSG00000112667	O43598	174	1
ENSG00000179772	O43638	330	0
ENSG00000178607	O75460	977	0
ENSG00000128253	O75678	378	0
ENSG00000141338	O94911	1621	0
ENSG00000165494	O94913	1555	0
ENSG00000196616	P00325	375	0
ENSG00000126903	P09131	477	0
ENSG00000084207	P09211	210	0
ENSG00000236279	P0C7M8	214	0
ENSG00000164120	P15428	266	0
ENSG00000002726	P19801	751	0
ENSG00000089775	P24278	435	0
ENSG00000111679	P29350	595	0
ENSG00000114503	P52298	156	1
ENSG00000170581	P52630	851	0
ENSG00000116106	P54764	986	0
ENSG00000184697	P56747	220	0
ENSG00000186838	P59797	346	0
ENSG00000177551	Q02577	135	0
ENSG00000273859	Q02833	373	0
ENSG00000106028	Q04837	148	1
ENSG00000165688	Q10713	525	1
ENSG00000105519	Q13938	275	0
ENSG00000204414	Q14406	222	0
ENSG00000131051	Q14498	530	0
ENSG00000162734	Q15121	130	1
ENSG00000153233	Q15256	657	0
ENSG00000171703	Q15560	299	0
ENSG00000250312	Q3SXZ3	478	0
ENSG00000162398	Q3ZCV2	418	0
ENSG00000151917	Q5SZJ8	279	0
ENSG00000130775	Q5TEJ8	643	0
ENSG00000154760	Q68D06	897	0
ENSG00000288859	Q6FI13	130	0
ENSG00000198930	Q6PB30	78	0
ENSG00000106415	Q86VQ1	547	0
ENSG00000185261	Q8IV33	1275	0
ENSG00000112659	Q8IWT3	2517	0
ENSG00000164691	Q8N103	731	0
ENSG00000181761	Q8N146	312	0
ENSG00000176381	Q8N4B5	295	0
ENSG00000078898	Q8N4F0	458	0
ENSG00000123576	Q8N693	406	0
ENSG00000123612	Q8NER5	493	0
ENSG00000127311	Q8NG08	1087	0
ENSG00000205496	Q8NGJ7	313	0
ENSG00000130812	Q8NI99	470	0
ENSG00000235162	Q8TAD7	63	0
ENSG00000167550	Q8TAI7	183	0
ENSG00000166908	Q8TBX8	421	0
ENSG00000111554	Q8TC05	714	0
ENSG00000173262	Q8TDB8	520	0
ENSG00000139289	Q8WV24	401	0
ENSG00000138316	Q8WXS8	1223	0
ENSG00000129657	Q92503	715	0
ENSG00000117461	Q92569	461	0
ENSG00000116690	Q92954	1404	0
ENSG00000145012	Q93052	612	0
ENSG00000162377	Q96BR5	231	0
ENSG00000166091	Q96DZ9	223	0
ENSG00000254901	Q96FH0	119	0
ENSG00000125975	Q96LM9	149	0
ENSG00000140600	Q99963	347	0
ENSG00000139233	Q9BRT6	129	0
ENSG00000130311	Q9BW61	102	1
ENSG00000160233	Q9BY71	257	0
ENSG00000110497	Q9C0C7	1298	0
ENSG00000015532	Q9H1B5	865	0
ENSG00000103510	Q9H7Z6	458	1
ENSG00000105219	Q9H8S5	307	0
ENSG00000151445	Q9H9C1	493	0
ENSG00000103522	Q9HBE5	538	0
ENSG00000181722	Q9HC78	741	0
ENSG00000152670	Q9NQI0	724	0
ENSG00000150361	Q9NR64	748	0
ENSG00000284009	Q9NRY6	295	0
ENSG00000158714	Q9P0V8	285	0
ENSG00000108352	Q9UHV5	662	0
ENSG00000153130	Q9UIL1	159	0
ENSG00000156564	Q9ULH4	789	0
ENSG00000130714	Q9Y6A1	747	0
ENSG00000284725	A0A286YF77	105	0
ENSG00000282936	A0A590UJ96	1178	0
ENSG00000180336	A2RUB1	952	0
ENSG00000170160	A2RUR9	1427	0
ENSG00000121210	A2VDJ0	1609	0
ENSG00000164236	A6NCL7	494	0
ENSG00000187616	A6NI61	221	0
ENSG00000175970	A6NIH7	251	0
ENSG00000222018	B9A014	251	0
ENSG00000231396	C9JJH3	530	0
ENSG00000136816	O14657	336	1
ENSG00000101298	O15079	494	0
ENSG00000130702	O15230	3695	0
ENSG00000225553	O43189	567	0
ENSG00000135298	O60242	1522	0
ENSG00000042781	O75445	5202	0
ENSG00000163960	O94888	489	0
ENSG00000105289	O95049	919	0
ENSG00000153291	O95847	323	0
ENSG00000118271	P02766	147	0
ENSG00000128617	P03999	345	0
ENSG00000074800	P06733	434	1
ENSG00000091704	P15085	419	0
ENSG00000100299	P15289	507	0
ENSG00000075407	P17032	561	0
ENSG00000169836	P29371	465	0
ENSG00000122406	P46777	297	1
ENSG00000100034	P49593	454	0
ENSG00000138030	P50053	298	0
ENSG00000124788	P54253	815	0
ENSG00000162552	P56705	351	0
ENSG00000179409	P57678	1058	0
ENSG00000134287	P61204	181	1
ENSG00000087191	P62195	406	1
ENSG00000144713	P62910	135	1
ENSG00000081479	P98164	4655	0
ENSG00000185129	Q00577	322	0
ENSG00000138755	Q07325	125	0
ENSG00000170776	Q12802	2813	0
ENSG00000166484	Q13164	816	0
ENSG00000276977	Q15116	288	0
ENSG00000126814	Q32P41	509	0
ENSG00000186924	Q3MIV0	48	0
ENSG00000064309	Q4KMG0	1287	0
ENSG00000163170	Q53S33	107	0
ENSG00000024526	Q5TB30	811	0
ENSG00000136895	Q5VVW2	1013	0
ENSG00000060566	Q68CJ9	461	0
ENSG00000134779	Q68CL5	300	0
ENSG00000188312	Q6IPU0	288	0
ENSG00000205089	Q6ZMN8	369	0
ENSG00000165164	Q6ZTR5	3187	0
ENSG00000177992	Q6ZUB1	1445	0
ENSG00000067248	Q7Z478	1369	1
ENSG00000062650	Q7Z5K2	1190	0
ENSG00000116191	Q86X27	583	0
ENSG00000138081	Q86XK2	927	0
ENSG00000166133	Q8IZ73	545	0
ENSG00000153982	Q8N9F7	314	0
ENSG00000218891	Q8NAF0	562	0
ENSG00000133477	Q8NEG4	500	0
ENSG00000138483	Q8NEL0	328	0
ENSG00000120658	Q8TC92	643	0
ENSG00000198178	Q8WTT0	213	0
ENSG00000140948	Q8WYQ9	949	0
ENSG00000196341	Q8WZ84	308	0
ENSG00000227402	Q92504	469	0
ENSG00000169246	Q92617	1050	1
ENSG00000119231	Q96HI0	755	1
ENSG00000121270	Q96J66	1382	0
ENSG00000269858	Q96KS0	407	1
ENSG00000142512	Q96LC7	697	0
ENSG00000170745	Q9BQ31	491	0
ENSG00000107625	Q9BQ39	737	1
ENSG00000169955	Q9BV97	330	0
ENSG00000099992	Q9BXI6	508	0
ENSG00000112308	Q9GZU0	229	1
ENSG00000107902	Q9H008	270	0
ENSG00000122033	Q9H2K0	278	0
ENSG00000143315	Q9H3S5	423	0
ENSG00000177548	Q9H5N1	569	0
ENSG00000124772	Q9HCH3	593	0
ENSG00000120471	Q9HCN2	124	0
ENSG00000143845	Q9NVF9	386	0
ENSG00000118965	Q9P2L0	1181	0
ENSG00000048052	Q9UKV0	1011	0
ENSG00000133321	Q9UL19	164	0
ENSG00000182771	Q9ULK0	1009	0
ENSG00000197912	Q9UQ90	795	1
ENSG00000132963	Q9Y244	141	0
ENSG00000144821	Q9Y2K3	1926	0
ENSG00000253846	Q9Y5H3	936	0
ENSG00000183251	Q9Y5P0	310	0
ENSG00000131831	Q9Y5P3	530	0
ENSG00000099999	Q9Y6U7	377	0
ENSG00000288148	A0A1W2PRN1	237	0
ENSG00000284631	A0A286YEV6	105	0
ENSG00000237671	A1L429	117	0
ENSG00000139697	A3KN83	1393	0
ENSG00000164220	O00254	374	0
ENSG00000099204	O14639	778	0
ENSG00000113732	O15342	81	1
ENSG00000126262	O15552	330	0
ENSG00000164930	O60353	706	0
ENSG00000171148	O75528	432	1
ENSG00000105467	O95473	234	0
ENSG00000101439	P01034	146	1
ENSG00000149968	P08254	477	0
ENSG00000259009	P0DV77	301	0
ENSG00000105369	P11912	226	0
ENSG00000105486	P18858	919	0
ENSG00000081041	P19875	107	0
ENSG00000170989	P21453	382	0
ENSG00000140905	P23434	173	0
ENSG00000163661	P26022	381	0
ENSG00000283777	P27824	592	0
ENSG00000239900	P30566	484	0
ENSG00000168496	P39748	380	0
ENSG00000066230	P48764	834	0
ENSG00000159267	P50747	726	0
ENSG00000105290	P51693	650	0
ENSG00000128283	Q00587	391	0
ENSG00000185800	Q09019	674	0
ENSG00000141429	Q10472	559	1
ENSG00000063601	Q13613	665	0
ENSG00000101246	Q13795	201	0
ENSG00000196605	Q147U1	533	0
ENSG00000123473	Q15468	1287	0
ENSG00000109381	Q15723	593	0
ENSG00000167595	Q2NL68	480	0
ENSG00000136918	Q5JTN6	314	0
ENSG00000119986	Q5T686	147	0
ENSG00000173214	Q5TF39	518	0
ENSG00000083307	Q6ISB3	625	0
ENSG00000171060	Q6P047	294	0
ENSG00000136021	Q6P3W7	929	1
ENSG00000280949	Q6TGC4	694	0
ENSG00000205899	Q7RTU4	235	0
ENSG00000188647	Q7Z6K3	402	0
ENSG00000008197	Q7Z6R9	452	0
ENSG00000106384	Q86VF5	341	0
ENSG00000141371	Q86WR6	236	0
ENSG00000149932	Q86XT9	240	1
ENSG00000116903	Q8IYI6	725	0
ENSG00000184508	Q8N4P3	179	0
ENSG00000214324	Q8N813	242	0
ENSG00000152936	Q8N9Z9	388	0
ENSG00000084092	Q8NC60	698	0
ENSG00000186513	Q8NGE9	314	0
ENSG00000180974	Q8NGH9	312	0
ENSG00000186881	Q8NGS4	319	0
ENSG00000169154	Q8NHS2	421	0
ENSG00000196867	Q8NHY6	868	0
ENSG00000179271	Q8TAE8	222	1
ENSG00000121749	Q8TC07	691	0
ENSG00000162761	Q8TE12	382	0
ENSG00000168876	Q8WVL7	239	0
ENSG00000145365	Q96CG3	184	0
ENSG00000171773	Q96CM4	212	0
ENSG00000055163	Q96F07	1278	0
ENSG00000132692	Q96GW7	911	0
ENSG00000183117	Q96PZ7	3564	0
ENSG00000169180	Q96QU8	1125	0
ENSG00000100532	Q99675	332	0
ENSG00000151468	Q9BQI4	270	0
ENSG00000288427	Q9BQT9	956	0
ENSG00000244274	Q9BQY9	259	0
ENSG00000075336	Q9BVV7	248	0
ENSG00000156374	Q9BYE7	350	0
ENSG00000125492	Q9BZE3	327	0
ENSG00000115274	Q9C086	356	1
ENSG00000112701	Q9GZR1	1112	0
ENSG00000144579	Q9GZU7	261	1
ENSG00000276879	Q9H2X8	130	0
ENSG00000181609	Q9H346	318	0
ENSG00000153822	Q9NPI9	418	0
ENSG00000061455	Q9NQX0	595	0
ENSG00000164117	Q9NRD0	319	0
ENSG00000176148	Q9NUJ3	509	0
ENSG00000085982	Q9NVE5	1235	0
ENSG00000242028	Q9NX55	121	0
ENSG00000163605	Q9NY27	417	0
ENSG00000213672	Q9NZQ3	722	0
ENSG00000108510	Q9UHV7	2174	1
ENSG00000053900	Q9UJX5	808	0
ENSG00000164532	Q9UMR3	447	0
ENSG00000284501	Q9UQ53	548	0
ENSG00000072952	Q9Y6F6	904	0
ENSG00000158220	A0FGR9	886	0
ENSG00000205693	A6NHS7	340	0
ENSG00000282559	B7ZW38	293	0
ENSG00000229924	D6RGX4	464	0
ENSG00000230031	H3BUK9	544	0
ENSG00000119414	O00743	305	1
ENSG00000175215	O14595	271	1
ENSG00000073803	O43283	966	0
ENSG00000077984	O76096	145	0
ENSG00000164713	O95415	125	1
ENSG00000175826	O95476	244	1
ENSG00000221890	O95502	500	0
ENSG00000010270	O95772	234	0
ENSG00000116824	P06729	351	0
ENSG00000134443	P07492	148	0
ENSG00000235699	P0DPH9	108	0
ENSG00000074047	P10070	1586	0
ENSG00000112964	P10912	638	0
ENSG00000117525	P13726	295	0
ENSG00000132670	P18433	802	0
ENSG00000198821	P20963	164	0
ENSG00000147416	P21281	511	1
ENSG00000026103	P25445	335	0
ENSG00000089248	P30040	261	1
ENSG00000109047	P35243	200	0
ENSG00000085832	P42566	896	0
ENSG00000154165	P49685	360	0
ENSG00000248099	P51460	131	0
ENSG00000130725	P61081	183	1
ENSG00000288369	P82980	135	0
ENSG00000165646	Q05940	514	0
ENSG00000288309	Q08648	103	0
ENSG00000170545	Q0VAQ4	97	0
ENSG00000172236	Q15661	275	0
ENSG00000181092	Q15848	244	0
ENSG00000023608	Q16533	368	0
ENSG00000138061	Q16678	543	0
ENSG00000288297	Q19T08	205	0
ENSG00000286920	Q5STR5	79	0
ENSG00000197056	Q5SVZ6	1142	0
ENSG00000178038	Q60I27	953	0
ENSG00000123171	Q6NSX1	222	0
ENSG00000169116	Q6UWI2	310	0
ENSG00000253831	Q6ZN32	361	0
ENSG00000178385	Q6ZWE6	761	0
ENSG00000198108	Q70JA7	882	0
ENSG00000162062	Q7L2K0	433	0
ENSG00000107560	Q7L804	512	0
ENSG00000197324	Q7Z4F1	713	0
ENSG00000204007	Q7Z4J2	276	0
ENSG00000177485	Q86T24	672	0
ENSG00000186106	Q86W74	228	0
ENSG00000148426	Q86WR7	435	0
ENSG00000185436	Q8IU57	520	0
ENSG00000006837	Q8IVW4	592	0
ENSG00000197712	Q8IWE2	563	0
ENSG00000140983	Q8IXI1	618	1
ENSG00000141503	Q8N4C8	1332	0
ENSG00000130720	Q8N539	461	0
ENSG00000155100	Q8N6M0	293	0
ENSG00000183971	Q8N729	165	0
ENSG00000164619	Q8N8U9	685	0
ENSG00000196670	Q8NB50	900	0
ENSG00000136144	Q8NDN9	531	0
ENSG00000174339	Q8NGV0	311	0
ENSG00000176895	Q8NH64	312	0
ENSG00000164073	Q8NHS3	518	0
ENSG00000166685	Q8WTW3	980	0
ENSG00000164053	Q8WXE1	791	0
ENSG00000160188	Q8WYR4	309	0
ENSG00000144224	Q92575	508	0
ENSG00000100302	Q96D21	266	0
ENSG00000166987	Q96DN6	1003	1
ENSG00000132744	Q96HD9	319	0
ENSG00000170255	Q96LB2	322	0
ENSG00000173264	Q96N19	417	0
ENSG00000130558	Q99784	485	0
ENSG00000129235	Q9BRA2	123	0
ENSG00000131355	Q9BY15	652	0
ENSG00000101343	Q9BZJ0	848	0
ENSG00000092421	Q9H2E6	1030	0
ENSG00000175193	Q9H300	379	0
ENSG00000070882	Q9H4L5	887	0
ENSG00000100483	Q9H867	229	0
ENSG00000115520	Q9H8M1	238	1
ENSG00000111224	Q9NR21	338	0
ENSG00000182463	Q9NRE2	1034	0
ENSG00000160007	Q9NRY4	1499	0
ENSG00000152463	Q9NV23	265	0
ENSG00000153786	Q9NXF8	308	1
ENSG00000072858	Q9NXL6	827	0
ENSG00000021574	Q9UBP0	616	0
ENSG00000100104	Q9UH36	339	0
ENSG00000091157	Q9Y4E6	1490	0
ENSG00000070761	Q9Y6A4	193	0
ENSG00000284976	A0A2R8Y4M4	201	0
ENSG00000113597	A5PLN9	417	0
ENSG00000187492	A6H8M9	788	0
ENSG00000205835	A6NCL1	334	0
ENSG00000215372	A8MUZ8	300	0
ENSG00000185070	O43155	660	0
ENSG00000132275	O43159	456	0
ENSG00000103018	O43169	150	1
ENSG00000121897	O43766	372	0
ENSG00000176809	O60309	1634	0
ENSG00000074621	O60721	1099	0
ENSG00000196284	O75486	317	0
ENSG00000278362	O76036	304	0
ENSG00000154556	O94875	1100	0
ENSG00000137491	O94956	709	0
ENSG00000267855	O95182	113	0
ENSG00000196136	P01011	423	0
ENSG00000162896	P01833	764	0
ENSG00000122304	P04554	102	0
ENSG00000179091	P08574	325	1
ENSG00000215343	P0CH99	300	0
ENSG00000248329	P0DMC3	54	0
ENSG00000131096	P10082	97	0
ENSG00000159792	P11801	424	0
ENSG00000116990	P12524	364	0
ENSG00000120093	P14651	431	0
ENSG00000168685	P16871	459	0
ENSG00000122359	P50995	505	1
ENSG00000183072	P52952	324	0
ENSG00000175189	P55103	352	0
ENSG00000214827	P56278	107	0
ENSG00000188042	P56559	192	0
ENSG00000188177	P61129	1189	0
ENSG00000154767	Q01831	940	1
ENSG00000128422	Q04695	432	0
ENSG00000128268	Q09327	533	0
ENSG00000120875	Q13115	394	0
ENSG00000148798	Q16352	499	0
ENSG00000166391	Q3SYC2	334	0
ENSG00000188038	Q496H8	165	0
ENSG00000148634	Q5GLZ8	1057	0
ENSG00000183891	Q5I0X7	151	0
ENSG00000188921	Q5VWC8	232	0
ENSG00000172188	Q6IEV9	310	0
ENSG00000273633	Q6NZY7	148	0
ENSG00000082014	Q6STE5	483	0
ENSG00000166831	Q6ZRY4	209	0
ENSG00000135253	Q6ZWJ8	1568	0
ENSG00000186577	Q86T20	102	0
ENSG00000170854	Q8IUF8	465	0
ENSG00000184923	Q8IVF1	878	0
ENSG00000215475	Q8IW03	269	0
ENSG00000135045	Q8IXQ3	194	0
ENSG00000284316	Q8IXQ8	264	0
ENSG00000176092	Q8N1P7	1661	0
ENSG00000204070	Q8N2H4	156	1
ENSG00000274180	Q8N6N6	113	0
ENSG00000143147	Q8N6U8	529	0
ENSG00000113583	Q8NC54	265	1
ENSG00000075188	Q8NFH4	326	0
ENSG00000198128	Q8NG85	312	0
ENSG00000172464	Q8NGF4	316	0
ENSG00000176922	Q8NGJ8	323	0
ENSG00000172459	Q8NGP9	310	0
ENSG00000163630	Q8TBG9	265	0
ENSG00000172748	Q8TC21	504	0
ENSG00000170584	Q8WVJ2	157	0
ENSG00000280931	Q8WZ92	322	0
ENSG00000058056	Q92995	863	0
ENSG00000074370	Q93084	999	0
ENSG00000134463	Q96DC8	303	0
ENSG00000124098	Q96KR6	192	0
ENSG00000164743	Q96LL4	319	0
ENSG00000108950	Q96MK3	541	0
ENSG00000116641	Q96N67	2140	0
ENSG00000162654	Q96PP9	640	0
ENSG00000088882	Q96SM3	734	0
ENSG00000187742	Q96T21	854	0
ENSG00000101938	Q9BU40	456	0
ENSG00000144229	Q9C0I4	1606	0
ENSG00000135925	Q9GZT5	417	0
ENSG00000167930	Q9H0X4	552	1
ENSG00000132819	Q9H0Z9	239	0
ENSG00000125814	Q9H115	298	0
ENSG00000272901	Q9H4I9	107	0
ENSG00000109182	Q9H720	699	0
ENSG00000281818	Q9H8J5	431	0
ENSG00000122778	Q9HCM3	1950	0
ENSG00000278373	Q9NQR9	355	0
ENSG00000114698	Q9NRQ2	329	0
ENSG00000217555	Q9UBR5	152	0
ENSG00000204963	Q9UN72	937	0
ENSG00000091651	Q9Y5N6	252	0
ENSG00000149418	Q9Y5Y6	855	0
ENSG00000269167	A0A096LPG2	23	0
ENSG00000262152	A0A0J9YXV3	536	0
ENSG00000198678	A0A2R8YED5	311	0
ENSG00000203952	A6NGH7	325	0
ENSG00000250067	A6XGL0	299	0
ENSG00000267368	B0FP48	263	0
ENSG00000234224	B2RXF0	380	0
ENSG00000233493	C9JI98	176	0
ENSG00000248920	D6RCP7	530	0
ENSG00000141582	O00257	560	0
ENSG00000204482	O00453	97	0
ENSG00000120833	O14508	198	0
ENSG00000274229	O14512	581	0
ENSG00000160685	O15156	539	0
ENSG00000144677	O15194	276	0
ENSG00000125787	O43555	120	0
ENSG00000147202	O60879	1101	0
ENSG00000040531	O60931	367	0
ENSG00000234616	O75564	556	0
ENSG00000112319	O95677	639	0
ENSG00000097007	P00519	1130	0
ENSG00000178726	P07204	575	0
ENSG00000121903	P17040	1043	0
ENSG00000178307	P17152	192	0
ENSG00000099817	P19388	210	0
ENSG00000113407	P26639	723	0
ENSG00000165474	P29033	226	0
ENSG00000204642	P30511	346	0
ENSG00000131979	P30793	250	0
ENSG00000011677	P34903	492	0
ENSG00000170178	P35452	270	0
ENSG00000206075	P36952	375	0
ENSG00000111319	P37088	669	0
ENSG00000131711	P46821	2468	0
ENSG00000102891	P47944	62	0
ENSG00000115568	P52746	1687	0
ENSG00000130396	P55196	1824	0
ENSG00000141314	P58872	404	0
ENSG00000267206	P62502	163	0
ENSG00000119711	Q02252	535	0
ENSG00000124610	Q02539	215	0
ENSG00000171786	Q02575	133	0
ENSG00000117000	Q13129	1914	0
ENSG00000152944	Q13503	144	1
ENSG00000111642	Q14839	1912	0
ENSG00000011376	Q15031	903	0
ENSG00000143870	Q15084	440	1
ENSG00000101310	Q15437	767	0
ENSG00000284770	Q15813	527	0
ENSG00000263247	Q16378	134	0
ENSG00000148942	Q1EHB4	618	0
ENSG00000175946	Q2WGJ6	581	0
ENSG00000156170	Q330K2	333	0
ENSG00000160345	Q5BN46	136	0
ENSG00000141446	Q5FWF5	840	0
ENSG00000168275	Q5JTJ3	125	1
ENSG00000206245	Q5SRN2	563	0
ENSG00000292251	Q5T3I0	446	0
ENSG00000148057	Q5T6J7	187	0
ENSG00000179023	Q5VTJ3	777	0
ENSG00000185681	Q5VZ52	161	0
ENSG00000072518	Q7KZI7	788	0
ENSG00000160703	Q86UT6	975	0
ENSG00000179600	Q86YW7	130	0
ENSG00000139287	Q8IWU9	490	0
ENSG00000177453	Q8IY84	436	0
ENSG00000152558	Q8N131	208	0
ENSG00000106686	Q8N4H0	392	0
ENSG00000178234	Q8NCW6	608	1
ENSG00000107099	Q8NF50	2099	0
ENSG00000188878	Q8TES7	1133	0
ENSG00000285248	Q8TEX9	1081	0
ENSG00000074706	Q8WWN9	437	0
ENSG00000139428	Q96EY8	250	0
ENSG00000288191	Q96FF7	219	0
ENSG00000284255	Q96R67	309	0
ENSG00000123342	Q99542	508	0
ENSG00000137804	Q9BXS6	441	0
ENSG00000067836	Q9GZN7	287	0
ENSG00000136003	Q9H1K1	167	1
ENSG00000125449	Q9H6L4	198	0
ENSG00000166317	Q9H987	977	0
ENSG00000111704	Q9H9S0	305	0
ENSG00000119408	Q9HC98	313	0
ENSG00000174744	Q9HCU9	246	1
ENSG00000165175	Q9NPA3	183	0
ENSG00000111897	Q9NRX5	453	1
ENSG00000162522	Q9P206	1035	0
ENSG00000145246	Q9P241	1426	0
ENSG00000073861	Q9UL17	535	0
ENSG00000080371	Q9UL25	225	0
ENSG00000074582	Q9Y276	419	0
ENSG00000173338	Q9Y2U2	307	0
ENSG00000276358	Q9Y4G2	1056	0
ENSG00000285321	A5D6W6	292	0
ENSG00000183476	A6NKC9	451	0
ENSG00000136286	B0I1T2	1018	0
ENSG00000168546	O00451	464	0
ENSG00000168993	O14810	134	0
ENSG00000125352	O15541	343	1
ENSG00000115526	O43529	356	0
ENSG00000136720	O60243	411	0
ENSG00000106078	O75128	1261	0
ENSG00000136870	O75820	626	0
ENSG00000164070	O95757	839	0
ENSG00000225993	O95868	133	0
ENSG00000136244	P05231	212	0
ENSG00000187758	P07327	375	0
ENSG00000163207	P07476	585	0
ENSG00000196549	P08473	750	0
ENSG00000206077	P0C7U3	371	0
ENSG00000219626	P0C875	324	0
ENSG00000188092	P0CG08	455	0
ENSG00000286137	P0DUD3	265	0
ENSG00000112175	P22003	454	0
ENSG00000122566	P22626	353	1
ENSG00000139626	P26010	798	0
ENSG00000011304	P26599	557	0
ENSG00000136448	P30419	496	1
ENSG00000106006	P31267	233	0
ENSG00000131389	P31641	620	0
ENSG00000183010	P32322	319	0
ENSG00000187513	P35212	333	0
ENSG00000146731	P40227	531	1
ENSG00000137486	P49407	418	0
ENSG00000196502	P50225	295	0
ENSG00000155850	P50443	739	0
ENSG00000113361	P55285	790	0
ENSG00000135443	P78386	507	0
ENSG00000148346	P80188	198	0
ENSG00000110921	Q03426	396	0
