Gene ID	Transcript ID	Gene Name	RefSeq	CCDS ID
ENSG00000198791	ENST00000361272	CNOT7	"NM_013354; NM_001322093; NM_001322095; NM_001322096; NM_001322090; NM_001322091; NM_001322097; NM_001322092"	CCDS6000
ENSG00000064995	ENST00000361288	TAF11	NM_005643	CCDS4797
ENSG00000160789	ENST00000361308	LMNA	NA	
ENSG00000198900	ENST00000361337	TOP1	NM_003286	CCDS13312
ENSG00000138629	ENST00000361351	UBL7	"NM_001286740; NM_201265"	CCDS10263
ENSG00000198909	ENST00000361357	MAP3K3	"NM_001363768; NM_203351"	CCDS32701
ENSG00000198742	ENST00000361368	SMURF1	"NM_001199847; NM_181349"	CCDS34689
ENSG00000132792	ENST00000361383	CTNNBL1	NM_030877	CCDS13298
ENSG00000198830	ENST00000361427	HMGN2	NM_005517	CCDS283
ENSG00000169189	ENST00000361439	NSMCE1	NM_145080	CCDS10628
ENSG00000198408	ENST00000361464	OGA	NM_012215	CCDS7520
ENSG00000196199	ENST00000361479	MPHOSPH8	NM_017520	CCDS9287
ENSG00000143314	ENST00000361531	MRPL24	NM_145729	CCDS1155
ENSG00000143420	ENST00000361532	ENSA	NM_207046	CCDS961
ENSG00000143569	ENST00000361546	UBAP2L	NA	CCDS1063
ENSG00000198856	ENST00000361564	OSTC	NM_021227	CCDS3681
ENSG00000198700	ENST00000361565	IPO9	NM_018085	CCDS1415
ENSG00000198858	ENST00000361574	R3HDM4	NM_138774	CCDS12048
ENSG00000198918	ENST00000361575	RPL39	NM_001000	CCDS14586
ENSG00000163349	ENST00000361587	HIPK1	NA	
ENSG00000198912	ENST00000361605	C1orf174	NM_207356	CCDS53
ENSG00000100804	ENST00000361611	PSMB5	NM_002797	CCDS9584
ENSG00000198818	ENST00000361731	SFT2D1	NM_145169	CCDS5292
ENSG00000082996	ENST00000361785	RNF13	NA	CCDS87154
ENSG00000198894	ENST00000361786	CIPC	NM_033426	CCDS9855
ENSG00000108055	ENST00000361804	SMC3	NM_005445	CCDS31285
ENSG00000143621	ENST00000361891	ILF2	NM_004515	CCDS1050
ENSG00000198792	ENST00000361906	TMEM184B	NM_012264	CCDS13969
ENSG00000198954	ENST00000361983	KIF1BP	NM_015634	CCDS7284
ENSG00000185619	ENST00000362003	PCGF3	"NM_001317836; NM_006315"	CCDS3339
ENSG00000197345	ENST00000362034	MRPL21	NM_181514	CCDS8186
ENSG00000134452	ENST00000362091	FBH1	NM_178150	CCDS7072
ENSG00000035687	ENST00000366535	ADSS	"NM_001365073; NM_001126"	CCDS1624
ENSG00000173726	ENST00000366607	TOMM20	NM_014765	CCDS1603
ENSG00000168264	ENST00000366610	IRF2BP2	NM_001077397	CCDS41475
ENSG00000168275	ENST00000366615	COA6	NM_001206641	CCDS76275
ENSG00000116918	ENST00000366639	TSNAX	NM_005999	CCDS1596
ENSG00000116906	ENST00000366647	GNPAT	"NM_001316350; NM_014236"	CCDS1592
ENSG00000168118	ENST00000366690	RAB4A	NM_004578	CCDS31050
ENSG00000130024	ENST00000366780	PHF10	NM_133325	CCDS5309
ENSG00000143799	ENST00000366794	PARP1	NM_001618	CCDS1554
ENSG00000182827	ENST00000366812	ACBD3	NM_022735	CCDS1551
ENSG00000163041	ENST00000366815	H3F3A	NM_002107	CCDS1550
ENSG00000143742	ENST00000366839	SRP9	NM_001130440	CCDS44323
ENSG00000143756	ENST00000366862	FBXO28	NM_015176	CCDS1539
ENSG00000136628	ENST00000366923	EPRS	NM_004446	CCDS31027
ENSG00000117691	ENST00000366988	NENF	NM_013349	CCDS1505
ENSG00000123684	ENST00000366997	LPGAT1	NM_014873	CCDS31018
ENSG00000112110	ENST00000367034	MRPL18	"NM_001318817; NM_014161"	CCDS5270
ENSG00000146425	ENST00000367089	DYNLT1	"NM_001291602; NM_001291603; NM_006519"	CCDS5257
ENSG00000162889	ENST00000367103	MAPKAPK2	NM_032960	CCDS31001
ENSG00000069275	ENST00000367142	NUCKS1	NM_022731	CCDS30987
ENSG00000158615	ENST00000367188	PPP1R15B	NM_032833	CCDS1445
ENSG00000058673	ENST00000367210	ZC3H11A	"NM_001350265; NM_001350263; NM_001350264"	CCDS30978
ENSG00000163444	ENST00000367242	TMEM183A	"NM_001322957; NM_001322956; NM_001322955; NM_001322958; NM_001322959; NM_138391; NM_001349859; NM_001349862"	CCDS1432
ENSG00000159348	ENST00000367249	CYB5R1	NM_016243	CCDS1431
ENSG00000134375	ENST00000367287	TIMM17A	NM_006335	CCDS1417
ENSG00000116857	ENST00000367334	TMEM9	"NM_001288569; NM_016456; NM_001288566; NM_001288568"	CCDS1408
ENSG00000120265	ENST00000367378	PCMT1	NA	
ENSG00000120265	ENST00000367380	PCMT1	NM_001252051	CCDS75534
ENSG00000120265	ENST00000367384	PCMT1	NM_001360456	
ENSG00000055211	ENST00000367419	GINM1	NM_138785	CCDS5216
ENSG00000023572	ENST00000367439	GLRX2	"NM_197962; NM_001319291"	CCDS1381
ENSG00000047410	ENST00000367478	TPR	NM_003292	CCDS41446
ENSG00000169976	ENST00000367569	SF3B5	NM_031287	CCDS5204
ENSG00000135521	ENST00000367576	LTV1	"NM_001329953; NM_032860"	CCDS5201
ENSG00000230124	ENST00000367595	ACBD6	NM_032360	CCDS1339
ENSG00000116260	ENST00000367600	QSOX1	NM_001004128	CCDS30950
ENSG00000116260	ENST00000367602	QSOX1	NM_002826	CCDS1337
ENSG00000186283	ENST00000367627	TOR3A	NM_022371	CCDS1329
ENSG00000027697	ENST00000367739	IFNGR1	NM_000416	CCDS5185
ENSG00000143158	ENST00000367846	MPC2	NA	CCDS1266
ENSG00000143198	ENST00000367889	MGST3	NM_004528	CCDS1249
ENSG00000118217	ENST00000367942	ATF6	NM_007348	CCDS1235
ENSG00000143222	ENST00000368003	UFC1	NM_016406	CCDS1220
ENSG00000143256	ENST00000368010	PFDN2	NM_012394	CCDS1217
ENSG00000122218	ENST00000368069	COPA	NM_001098398	CCDS41424
ENSG00000143314	ENST00000368211	MRPL24	NM_024540	CCDS1155
ENSG00000160818	ENST00000368232	GPATCH4	NM_182679	CCDS1146
ENSG00000163382	ENST00000368235	NAXE	NM_144772	CCDS1145
ENSG00000160783	ENST00000368277	PMF1	NM_007221	CCDS30886
ENSG00000160789	ENST00000368300	LMNA	NM_170707	CCDS1129
ENSG00000116586	ENST00000368305	LAMTOR2	NM_014017	CCDS1128
ENSG00000160803	ENST00000368309	UBQLN4	"NM_001304342; NM_020131"	CCDS1127
ENSG00000132680	ENST00000368320	KHDC4	NA	
ENSG00000132680	ENST00000368321	KHDC4	NM_014949	CCDS30885
ENSG00000132676	ENST00000368336	DAP3	"NM_001199849; NM_004632; NM_033657"	CCDS1120
ENSG00000116539	ENST00000368346	ASH1L	NA	
ENSG00000179085	ENST00000368400	DPM3	NM_153741	CCDS1095
ENSG00000163344	ENST00000368467	PMVK	"NM_001323012; NM_001348696; NM_001323011; NM_006556"	CCDS1073
ENSG00000153989	ENST00000368494	NUS1	NM_138459	CCDS5118
ENSG00000143612	ENST00000368521	C1orf43	"NM_001297718; NM_001098616"	CCDS41404
ENSG00000143545	ENST00000368575	RAB13	NM_002870	CCDS1058
ENSG00000189241	ENST00000368608	TSPYL1	NM_003309	CCDS34518
ENSG00000108010	ENST00000368644	GLRX3	NM_001199868	CCDS7661
ENSG00000143614	ENST00000368655	GATAD2B	NM_020699	CCDS1054
ENSG00000143553	ENST00000368685	SNAPIN	NM_012437	CCDS1049
ENSG00000160679	ENST00000368686	CHTOP	NA	
ENSG00000160679	ENST00000368694	CHTOP	NM_015607	CCDS1048
ENSG00000197956	ENST00000368719	S100A6	NM_014624	CCDS1040
ENSG00000143436	ENST00000368830	MRPL9	NM_031420	CCDS1003
ENSG00000154473	ENST00000368858	BUB3	NM_001007793	CCDS31306
ENSG00000154473	ENST00000368865	BUB3	NM_004725	CCDS7635
ENSG00000159352	ENST00000368884	PSMD4	NM_002810	CCDS991
ENSG00000095574	ENST00000368886	IKZF5	NA	CCDS41574
ENSG00000143418	ENST00000368954	CERS2	NM_022075	CCDS973
ENSG00000107672	ENST00000369023	NSMCE4A	"NM_001167865; NM_017615"	CCDS7624
ENSG00000107669	ENST00000369043	ATE1	NM_007041	CCDS31299
ENSG00000197771	ENST00000369077	MCMBP	"NM_001256379; NM_001256378"	CCDS58099
ENSG00000117362	ENST00000369109	APH1A	NM_001077628	CCDS41390
ENSG00000085377	ENST00000369110	PREP	NA	
ENSG00000107581	ENST00000369144	EIF3A	NM_003750	CCDS7608
ENSG00000151893	ENST00000369151	CACUL1	NM_153810	CCDS41570
ENSG00000132424	ENST00000369239	PNISR	"NM_032870; NM_001322412; NM_001322405; NM_001322414; NM_001322416; NM_001322410"	CCDS5043
ENSG00000151553	ENST00000369248	FAM160B1	NM_020940	CCDS31290
ENSG00000014123	ENST00000369278	UFL1	NM_015323	CCDS5034
ENSG00000265241	ENST00000369307	RBM8A	NA	
ENSG00000121851	ENST00000369314	POLR3GL	NM_032305	CCDS72875
ENSG00000023041	ENST00000369405	ZDHHC6	"NM_001351082; NM_001351083; NM_001351085; NM_001351084; NM_022494"	CCDS7574
ENSG00000146282	ENST00000369536	RARS2	"NM_001350505; NM_001350509; NM_001318785; NM_001350506; NM_001350510; NM_001350508; NM_001350511; NM_001350507; NM_020320"	CCDS5011
ENSG00000116752	ENST00000369541	BCAS2	NM_005872	CCDS874
ENSG00000130826	ENST00000369550	DKC1	"NM_001142463; NM_001363"	CCDS14761
ENSG00000164414	ENST00000369552	SLC35A1	NM_006416	CCDS5010
ENSG00000135316	ENST00000369622	SYNCRIP	"NM_006372; NM_001159675"	CCDS5005
ENSG00000155366	ENST00000369637	RHOC	NA	CCDS854
ENSG00000155366	ENST00000369642	RHOC	NM_001042678	CCDS854
ENSG00000102178	ENST00000369660	UBL4A	NM_014235	CCDS14754
ENSG00000116473	ENST00000369709	RAP1A	"NM_001010935; NM_002884; NM_001291896"	CCDS840
ENSG00000148834	ENST00000369713	GSTO1	NM_004832	CCDS7555
ENSG00000071553	ENST00000369762	ATP6AP1	NM_001183	CCDS35451
ENSG00000168710	ENST00000369799	AHCYL1	NM_006621	CCDS818
ENSG00000147403	ENST00000369817	RPL10	NA	CCDS14746
ENSG00000102119	ENST00000369842	EMD	NM_000117	CCDS14745
ENSG00000138107	ENST00000369905	ACTR1A	NM_005736	CCDS7536
ENSG00000107874	ENST00000369937	CUEDC2	NM_024040	CCDS41566
ENSG00000107862	ENST00000369983	GBF1	"NM_001199378; NM_004193; NM_001199379"	CCDS7533
ENSG00000116266	ENST00000370008	STXBP3	NM_007269	CCDS790
ENSG00000134186	ENST00000370025	PRPF38B	NM_018061	CCDS788
ENSG00000180879	ENST00000370086	SSR4	NM_006280	CCDS14731
ENSG00000156875	ENST00000370152	MFSD14A	NM_033055	CCDS763
ENSG00000125534	ENST00000370179	PPDPF	"NM_001353423; NM_024299"	CCDS13523
ENSG00000107816	ENST00000370223	LZTS2	"NM_032429; NM_001318099; NM_001318101"	CCDS7507
ENSG00000122406	ENST00000370321	RPL5	NA	CCDS741
ENSG00000149658	ENST00000370339	YTHDF1	NM_017798	CCDS13511
ENSG00000196072	ENST00000370372	BLOC1S2	"NM_001282439; NM_173809"	CCDS7490
ENSG00000112305	ENST00000370455	SMAP1	NM_001044305	CCDS43478
ENSG00000060491	ENST00000370461	OGFR	NA	
ENSG00000119929	ENST00000370476	CUTC	NM_015960	CCDS7483
ENSG00000014919	ENST00000370483	COX15	"NM_001320974; NM_001320975; NM_004376"	CCDS7481
ENSG00000101189	ENST00000370487	MRGBP	NM_018270	CCDS13503
ENSG00000155287	ENST00000370495	SLC25A28	NM_031212	CCDS41559
ENSG00000137947	ENST00000370500	GTF2B	NM_001514	CCDS715
ENSG00000143162	ENST00000370509	CREG1	NM_003851	CCDS1262
ENSG00000143013	ENST00000370542	LMO4	NA	CCDS713
ENSG00000143013	ENST00000370544	LMO4	NM_006769	CCDS713
ENSG00000183291	ENST00000370554	SELENOF	NM_203341	CCDS76177
ENSG00000097033	ENST00000370558	SH3GLB1	NM_016009	CCDS710
ENSG00000155252	ENST00000370631	PI4K2A	NM_018425	CCDS7469
ENSG00000285976	ENST00000370651	AL135905.2	NA	
ENSG00000117133	ENST00000370654	RPF1	NM_025065	CCDS695
ENSG00000162613	ENST00000370767	FUBP1	NA	
ENSG00000162613	ENST00000370768	FUBP1	"NM_003902; NM_001303433"	CCDS683
ENSG00000203950	ENST00000370775	RTL8A	"NM_001134321; NM_001078172"	CCDS43998
ENSG00000101182	ENST00000370858	PSMA7	NA	
ENSG00000101182	ENST00000370873	PSMA7	NM_002792	CCDS13489
ENSG00000132485	ENST00000370920	ZRANB2	NM_203350	CCDS659
ENSG00000116754	ENST00000370949	SRSF11	"NM_001350615; NM_001350612; NM_001350614; NM_001350610; NM_001350611; NM_001350613; NM_001350616"	
ENSG00000116754	ENST00000370950	SRSF11	"NM_001350608; NM_004768; NM_001350606; NM_001350605"	CCDS647
ENSG00000116754	ENST00000370951	SRSF11	"NM_001350607; NM_001350609; NM_001190987"	CCDS53332
ENSG00000142864	ENST00000370990	SERBP1	NM_001018068	CCDS30748
ENSG00000142864	ENST00000370994	SERBP1	NM_015640	CCDS639
ENSG00000142864	ENST00000370995	SERBP1	NM_001018067	CCDS30746
ENSG00000213625	ENST00000371065	LEPROT	NM_017526	CCDS630
ENSG00000077147	ENST00000371142	TM9SF3	NM_020123	CCDS7450
ENSG00000119977	ENST00000371217	TCTN3	NM_015631	CCDS31258
ENSG00000232119	ENST00000371317	MCTS1	NM_014060	CCDS14601
ENSG00000158290	ENST00000371322	CUL4B	NM_001079872	CCDS43987
ENSG00000005893	ENST00000371335	LAMP2	NM_013995	CCDS14600
ENSG00000116209	ENST00000371341	TMEM59	"NM_001305052; NM_001305051; NM_001305049"	CCDS81329
ENSG00000125356	ENST00000371437	NDUFA1	NM_004541	CCDS14590
ENSG00000125352	ENST00000371442	RNF113A	NM_006978	CCDS14589
ENSG00000182154	ENST00000371443	MRPL41	NM_032477	CCDS7046
ENSG00000162385	ENST00000371466	MAGOH	NA	
ENSG00000162385	ENST00000371470	MAGOH	NM_002370	CCDS577
ENSG00000096401	ENST00000371477	CDC5L	NM_001253	CCDS4912
ENSG00000077721	ENST00000371558	UBE2A	NM_003336	CCDS14580
ENSG00000176978	ENST00000371579	DPP7	NM_013379	CCDS7030
ENSG00000000419	ENST00000371588	DPM1	"NM_001317036; NM_003859"	CCDS13434
ENSG00000196396	ENST00000371621	PTPN1	NM_002827	CCDS13430
ENSG00000117862	ENST00000371626	TXNDC12	NM_015913	CCDS561
ENSG00000107854	ENST00000371627	TNKS2	NM_025235	CCDS7417
ENSG00000096384	ENST00000371646	HSP90AB1	"NM_001271972; NM_001271971; NM_007355"	CCDS4909
ENSG00000107223	ENST00000371648	EDF1	NM_153200	CCDS7012
ENSG00000107223	ENST00000371649	EDF1	NM_001281297	CCDS65193
ENSG00000244687	ENST00000371674	UBE2V1	"NM_001257395; NM_001032288"	CCDS33483
ENSG00000158470	ENST00000371711	B4GALT5	NM_004776	CCDS13420
ENSG00000165688	ENST00000371717	PMPCA	NM_015160	CCDS35180
ENSG00000213221	ENST00000371738	DNLZ	NM_001080849	CCDS35179
ENSG00000130560	ENST00000371756	UBAC1	NM_016172	CCDS35177
ENSG00000124214	ENST00000371828	STAU1	"NM_001319134; NM_001037328"	CCDS33481
ENSG00000141867	ENST00000371835	BRD4	NM_014299	CCDS46004
ENSG00000162368	ENST00000371873	CMPK1	"NM_001366135; NM_016308"	CCDS549
ENSG00000124198	ENST00000371917	ARFGEF2	NM_006420	CCDS13411
ENSG00000159658	ENST00000371933	EFCAB14	NM_014774	CCDS30706
ENSG00000148300	ENST00000371942	REXO4	"NM_001279351; NM_001279350; NM_020385"	CCDS6969
ENSG00000171862	ENST00000371953	PTEN	"NM_000314; NM_001304717"	CCDS31238
ENSG00000148291	ENST00000371964	SURF2	"NM_001278928; NM_017503"	CCDS6967
ENSG00000148290	ENST00000371974	SURF1	NM_003172	CCDS6966
ENSG00000085998	ENST00000371984	POMGNT1	"NM_017739; NM_001290130; NM_001290129"	CCDS531
ENSG00000148248	ENST00000371989	SURF4	NM_033161	CCDS6968
ENSG00000180992	ENST00000372014	MRPL14	"NM_032111; NM_001318767; NM_001318768; NM_001318769; NM_001318770"	CCDS34460
ENSG00000096080	ENST00000372133	MRPS18A	NM_018135	CCDS4906
ENSG00000165678	ENST00000372134	GHITM	NM_014394	CCDS41542
ENSG00000124688	ENST00000372171	MAD2L1BP	NM_014628	CCDS4904
ENSG00000142937	ENST00000372209	RPS8	NA	
ENSG00000117419	ENST00000372257	ERI3	"NM_001301699; NM_001301700; NM_001301698; NM_024066"	CCDS30696
ENSG00000117408	ENST00000372343	IPO13	NM_014652	CCDS503
ENSG00000138326	ENST00000372360	RPS24	NA	CCDS7356
ENSG00000100982	ENST00000372409	PCIF1	NM_022104	CCDS13388
ENSG00000137207	ENST00000372422	YIPF3	NM_015388	CCDS4899
ENSG00000147224	ENST00000372435	PRPS1	NM_002764	CCDS14529
ENSG00000136819	ENST00000372447	C9orf78	NM_016520	CCDS6931
ENSG00000066322	ENST00000372458	ELOVL1	"NM_001256402; NM_022821"	CCDS485
ENSG00000148335	ENST00000372483	NTMT1	NA	CCDS35160
ENSG00000177868	ENST00000372521	SVBP	NM_199342	CCDS474
ENSG00000101457	ENST00000372622	DNTTIP1	NM_052951	CCDS13369
ENSG00000119335	ENST00000372692	SET	NM_001122821	CCDS48037
ENSG00000084073	ENST00000372759	ZMPSTE24	NM_005857	CCDS449
ENSG00000131236	ENST00000372797	CAP1	"NM_001350479; NM_001350480; NM_001350475; NM_001350476; NM_001105530"	CCDS41309
ENSG00000172586	ENST00000372833	CHCHD1	NM_203298	CCDS7334
ENSG00000167118	ENST00000372853	URM1	NM_030914	CCDS6900
ENSG00000090621	ENST00000372857	PABPC4	NM_003819	CCDS438
ENSG00000090621	ENST00000372858	PABPC4	NM_001135653	CCDS44115
ENSG00000127603	ENST00000372925	MACF1	NA	
ENSG00000182180	ENST00000372945	MRPS16	NM_016065	CCDS7323
ENSG00000213551	ENST00000372950	DNAJC9	NM_015190	CCDS7322
ENSG00000171159	ENST00000372994	C9orf16	NM_024112	CCDS6893
ENSG00000116954	ENST00000373001	RRAGC	"NM_001271851; NM_022157"	CCDS430
ENSG00000183431	ENST00000373019	SF3A3	"NM_001320830; NM_006802"	CCDS428
ENSG00000134697	ENST00000373062	GNL2	"NM_001323624; NM_001323623; NM_013285"	CCDS421
ENSG00000054116	ENST00000373166	TRAPPC3	NM_014408	CCDS404
ENSG00000131171	ENST00000373212	SH3BGRL	NM_003022	CCDS14449
ENSG00000148730	ENST00000373218	EIF4EBP2	NM_004096	CCDS7303
ENSG00000180817	ENST00000373232	PPA1	NM_021129	CCDS7299
ENSG00000126067	ENST00000373237	PSMB2	"NM_001199779; NM_002794"	CCDS394
ENSG00000079332	ENST00000373241	SAR1A	NM_020150	CCDS7298
ENSG00000131174	ENST00000373335	COX7B	NA	
ENSG00000102390	ENST00000373358	PBDC1	NM_016500	CCDS14432
ENSG00000124767	ENST00000373365	GLO1	NM_006708	CCDS4837
ENSG00000156639	ENST00000373391	ZFAND3	NA	
ENSG00000004455	ENST00000373449	AK2	"NM_001199199; NM_013411; NM_001319139"	CCDS373
ENSG00000137200	ENST00000373451	CMTR1	NM_015050	CCDS4835
ENSG00000134684	ENST00000373477	YARS	NM_003680	CCDS368
ENSG00000065491	ENST00000373491	TBC1D22B	NM_017772	CCDS4832
ENSG00000166619	ENST00000373537	BLCAP	NM_006698	CCDS13295
ENSG00000119414	ENST00000373547	PPP6C	NM_002721	CCDS6861
ENSG00000107625	ENST00000373585	DDX50	NM_024045	CCDS7283
ENSG00000084623	ENST00000373586	EIF3I	NM_003757	CCDS357
ENSG00000137409	ENST00000373616	MTCH1	NM_014341	CCDS4828
ENSG00000025800	ENST00000373625	KPNA6	NM_012316	CCDS352
ENSG00000137409	ENST00000373627	MTCH1	NM_001271641	CCDS64411
ENSG00000011454	ENST00000373647	RABGAP1	NM_012197	CCDS6848
ENSG00000102309	ENST00000373669	PIN4	NM_006223	CCDS14417
ENSG00000056586	ENST00000373670	RC3H2	NA	CCDS43874
ENSG00000162517	ENST00000373703	PEF1	"NM_001359651; NM_012392"	CCDS345
ENSG00000112081	ENST00000373715	SRSF3	NM_003017	CCDS4823
ENSG00000147162	ENST00000373719	OGT	NM_181672	CCDS14414
ENSG00000112078	ENST00000373731	KCTD20	NM_173562	CCDS4821
ENSG00000119421	ENST00000373768	NDUFA8	NM_014222	CCDS6835
ENSG00000181915	ENST00000373783	ADO	NM_032804	CCDS7266
ENSG00000116350	ENST00000373795	SRSF4	NM_005626	CCDS333
ENSG00000119396	ENST00000373840	RAB14	NM_016322	CCDS6827
ENSG00000147140	ENST00000373841	NONO	NM_001145409	CCDS14410
ENSG00000117748	ENST00000373912	RPA2	"NM_001355129; NM_002946"	CCDS314
ENSG00000117758	ENST00000373943	STX12	NM_177424	CCDS310
ENSG00000171222	ENST00000373991	SCAND1	NA	CCDS13269
ENSG00000196821	ENST00000374023	C6orf106	NM_024294	CCDS4796
ENSG00000136888	ENST00000374050	ATP6V1G1	NM_004888	CCDS6807
ENSG00000125995	ENST00000374077	ROMO1	NM_080748	CCDS13264
ENSG00000125995	ENST00000374078	ROMO1	NA	CCDS13264
ENSG00000142751	ENST00000374135	GPN2	NM_018066	CCDS289
ENSG00000148229	ENST00000374169	POLE3	NA	CCDS6795
ENSG00000176386	ENST00000374206	CDC26	NM_139286	CCDS6790
ENSG00000137288	ENST00000374231	UQCC2	NA	
ENSG00000142684	ENST00000374266	ZNF593	NM_015871	CCDS275
ENSG00000147164	ENST00000374274	SNX12	"NM_001256187; NM_013346"	CCDS14405
ENSG00000242616	ENST00000374293	GNG10	"NM_001198664; NM_001017998"	CCDS35107
ENSG00000117640	ENST00000374303	MTFR1L	NM_001099625	CCDS41284
ENSG00000183726	ENST00000374358	TMEM50A	NM_014313	CCDS264
ENSG00000169740	ENST00000374433	ZNF32	"NM_001324167; NM_001324166; NM_001324164; NM_006973"	CCDS7206
ENSG00000169826	ENST00000374466	CSGALNACT2	"NM_018590; NM_001319654; NM_001319656"	CCDS7201
ENSG00000112514	ENST00000374500	CUTA	NM_001014433	CCDS34432
ENSG00000112511	ENST00000374516	PHF1	NM_024165	CCDS4777
ENSG00000165733	ENST00000374518	BMS1	NM_014753	CCDS7199
ENSG00000142676	ENST00000374550	RPL11	NM_001199802	CCDS85940
ENSG00000106771	ENST00000374586	TMEM245	NM_032012	CCDS43858
ENSG00000227057	ENST00000374617	WDR46	"NM_001164267; NM_005452"	CCDS4772
ENSG00000204227	ENST00000374656	RING1	NM_002931	CCDS34424
ENSG00000112473	ENST00000374675	SLC39A7	"NM_001077516; NM_001288777"	CCDS43453
ENSG00000112473	ENST00000374677	SLC39A7	NM_006979	CCDS43453
ENSG00000204231	ENST00000374680	RXRB	NM_021976	CCDS4768
ENSG00000204231	ENST00000374685	RXRB	"NM_001270401; NM_001291989"	CCDS59007
ENSG00000090686	ENST00000374732	USP48	NA	
ENSG00000157637	ENST00000374759	SLC38A10	NM_001037984	CCDS42397
ENSG00000078747	ENST00000374864	ITCH	"NM_001324198; NM_031483"	CCDS13234
ENSG00000125977	ENST00000374980	EIF2S2	"NM_001316363; NM_001316364; NM_003908"	CCDS13231
ENSG00000127483	ENST00000375003	HP1BP3	NA	
ENSG00000204304	ENST00000375050	PBX2	NM_002586	CCDS4748
ENSG00000102316	ENST00000375058	MAGED2	NM_014599	CCDS14362
ENSG00000204310	ENST00000375107	AGPAT1	NM_006411	CCDS4744
ENSG00000136937	ENST00000375147	NCBP1	"NM_001351504; NM_001351506; NM_001351507; NM_001351505; NM_002486"	CCDS6728
ENSG00000158526	ENST00000375151	TSR2	"NM_001346791; NM_001346790; NM_001346789; NM_001346792; NM_058163"	CCDS14358
ENSG00000213676	ENST00000375203	ATF6B	NM_004381	CCDS4737
ENSG00000127481	ENST00000375225	UBR4	NA	
ENSG00000130956	ENST00000375249	HABP4	NM_014282	CCDS6719
ENSG00000148110	ENST00000375344	MFSD14B	NM_032558	CCDS6710
ENSG00000198176	ENST00000375370	TFDP1	NM_007111	CCDS9538
ENSG00000179051	ENST00000375436	RCC2	NM_018715	CCDS181
ENSG00000131669	ENST00000375446	NINJ1	NM_004148	CCDS6703
ENSG00000117118	ENST00000375499	SDHB	NM_003000	CCDS176
ENSG00000204370	ENST00000375549	SDHD	NM_003002	CCDS31678
ENSG00000101367	ENST00000375571	MAPRE1	NM_012325	CCDS13208
ENSG00000037637	ENST00000375592	FBXO42	NM_018994	CCDS30613
ENSG00000204386	ENST00000375631	NEU1	NM_000434	CCDS4723
ENSG00000204392	ENST00000375661	LSM2	NM_021177	CCDS4722
ENSG00000204394	ENST00000375663	VARS	NM_006295	CCDS34412
ENSG00000095787	ENST00000375664	WAC	NM_100264	CCDS7161
ENSG00000116809	ENST00000375743	ZBTB17	"NM_001324138; NM_003443"	CCDS165
ENSG00000101346	ENST00000375749	POFUT1	NM_015352	CCDS13198
ENSG00000065526	ENST00000375759	SPEN	NM_015001	CCDS164
ENSG00000204435	ENST00000375882	CSNK2B	"NM_001282385; NM_001320"	CCDS4712
ENSG00000204439	ENST00000375911	C6orf47	NM_021184	CCDS34399
ENSG00000204463	ENST00000375976	BAG6	NM_001098534	CCDS4709
ENSG00000135070	ENST00000375991	ISCA1	NM_030940	CCDS35056
ENSG00000136758	ENST00000376016	YME1L1	NM_014263	CCDS7151
ENSG00000134900	ENST00000376052	TPP2	NM_001330588	CCDS81777
ENSG00000101997	ENST00000376227	CCDC22	NM_014008	CCDS14322
ENSG00000204525	ENST00000376228	HLA-C	NM_002117	CCDS34393
ENSG00000135018	ENST00000376395	UBQLN1	NM_013438	CCDS6663
ENSG00000068308	ENST00000376488	OTUD5	NA	CCDS48104
ENSG00000204569	ENST00000376511	PPP1R10	NM_002714	CCDS4681
ENSG00000102572	ENST00000376547	STK24	NM_003576	CCDS9488
ENSG00000116685	ENST00000376572	KIAA2013	NM_138346	CCDS141
ENSG00000126768	ENST00000376582	TIMM17B	NM_005834	CCDS14308
ENSG00000204592	ENST00000376630	HLA-E	NM_005516	CCDS34379
ENSG00000168283	ENST00000376663	BMI1	NM_005180	CCDS7138
ENSG00000116670	ENST00000376692	MAD2L2	NM_006341	CCDS134
ENSG00000101940	ENST00000376729	WDR13	NM_001347217	CCDS14302
ENSG00000167182	ENST00000376741	SP2	NM_003110	CCDS11521
ENSG00000172531	ENST00000376745	PPP1CA	NM_002708	CCDS8160
ENSG00000204619	ENST00000376772	PPP1R11	NM_021959	CCDS4671
ENSG00000206503	ENST00000376809	HLA-A	NM_002116	CCDS34373
ENSG00000204628	ENST00000376817	RACK1	NA	
ENSG00000174851	ENST00000376901	YIF1A	NM_020470	CCDS8132
ENSG00000101439	ENST00000376925	CST3	NM_000099	CCDS13158
ENSG00000171824	ENST00000376936	EXOSC10	NM_001001998	CCDS30584
ENSG00000116649	ENST00000376957	SRM	NM_003132	CCDS125
ENSG00000136770	ENST00000376980	DNAJC1	NM_022365	CCDS7136
ENSG00000078061	ENST00000377039	ARAF	NM_001256197	CCDS59164
ENSG00000078061	ENST00000377045	ARAF	NM_001654	CCDS35232
ENSG00000130985	ENST00000377351	UBA1	NM_153280	CCDS14275
ENSG00000168066	ENST00000377390	SF1	"NM_001346363; NM_004630"	CCDS31599
ENSG00000125821	ENST00000377452	DTD1	NM_080820	CCDS13138
ENSG00000102805	ENST00000377453	CLN5	NA	
ENSG00000142599	ENST00000377464	RERE	NA	
ENSG00000182952	ENST00000377575	HMGN4	NM_006353	CCDS4615
